                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                0.81966,                0.89458,                0.97493,                0.53626,                0.75974,                0.61517,                0.46661,                0.95313,                 1.0005,                 1.0724,             0.00047876,             0.00047876,             0.00047876
                     56,                0.82862,                0.88496,                 0.9792,                0.54716,                0.84632,                0.68443,                0.51457,                0.92825,                0.96083,                 1.0269,             0.00045676,             0.00045676,             0.00045676
                     57,                 0.8432,                0.88881,                0.98432,                0.46764,                0.87927,                0.64026,                0.46895,                0.96027,                 1.0086,                 1.0555,             0.00043475,             0.00043475,             0.00043475
                     58,                0.81091,                0.87599,                0.96969,                 0.6261,                0.71693,                0.70494,                0.53224,                0.90914,                0.96565,                 1.0308,             0.00041275,             0.00041275,             0.00041275
                     59,                 0.7931,                 0.8243,                0.96541,                0.54933,                0.82915,                0.72645,                0.54446,                0.95237,                 0.9145,                 1.0664,             0.00039074,             0.00039074,             0.00039074
                     60,                0.79681,                0.85419,                0.96752,                0.57707,                0.69804,                0.67302,                0.50509,                0.91275,                 0.9816,                 1.0269,             0.00036874,             0.00036874,             0.00036874
                     61,                 0.7797,                0.81388,                0.96101,                0.60389,                0.80211,                0.71255,                0.53872,                 0.9169,                0.93634,                 1.0394,             0.00034674,             0.00034674,             0.00034674
                     62,                0.76875,                0.81651,                0.95423,                0.56667,                0.82014,                0.68558,                0.52035,                0.94588,                0.94209,                  1.048,             0.00032473,             0.00032473,             0.00032473
                     63,                 0.7937,                0.80638,                0.96076,                0.60242,                0.74267,                0.69069,                0.52398,                0.92329,                0.93892,                 1.0438,             0.00030273,             0.00030273,             0.00030273
                     64,                0.78797,                0.76178,                0.94857,                0.60702,                0.74309,                0.70183,                0.53248,                0.94254,                0.99421,                   1.06,             0.00028072,             0.00028072,             0.00028072
                     65,                0.75348,                0.79561,                0.94755,                  0.623,                0.69893,                 0.6998,                0.53793,                0.94727,                0.96055,                 1.0526,             0.00025872,             0.00025872,             0.00025872
                     66,                0.71764,                0.74455,                0.92026,                0.56355,                0.84448,                0.73989,                0.57306,                0.92653,                0.89935,                 1.0568,             0.00023671,             0.00023671,             0.00023671
                     67,                0.69195,                0.72737,                0.91576,                0.61906,                0.83408,                0.77731,                0.61564,                0.87307,                0.84406,                 1.0272,             0.00021471,             0.00021471,             0.00021471
                     68,                0.69402,                0.69238,                0.91125,                0.59199,                0.79364,                0.75869,                0.59454,                0.86018,                0.85328,                 1.0043,             0.00019271,             0.00019271,             0.00019271
                     69,                  0.683,                0.64448,                0.90356,                0.59002,                0.83093,                0.76646,                0.59407,                0.88522,                0.87837,                 1.0239,              0.0001707,              0.0001707,              0.0001707
                     70,                0.66566,                0.63314,                0.90562,                 0.6351,                0.85374,                0.79799,                0.62154,                0.89042,                0.83632,                 1.0377,              0.0001487,              0.0001487,              0.0001487
                     71,                0.65384,                0.62478,                0.89431,                 0.6109,                0.79485,                0.75839,                0.59024,                0.86081,                0.87107,                 1.0074,             0.00012669,             0.00012669,             0.00012669
                     72,                0.65445,                0.58558,                 0.8985,                0.71746,                0.70144,                0.74979,                0.58181,                0.88837,                0.89281,                 1.0384,             0.00010469,             0.00010469,             0.00010469
                     73,                0.65072,                0.58941,                0.90569,                0.65517,                0.74248,                0.74766,                 0.5825,                0.88216,                0.88841,                 1.0305,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     74,                0.63282,                0.56212,                0.89541,                0.61435,                0.83631,                0.76729,                0.59695,                0.88165,                0.88656,                 1.0223,             6.0679e-05,             6.0679e-05,             6.0679e-05
                     75,                0.63713,                0.57121,                0.89723,                0.65361,                0.78105,                0.76929,                0.59732,                0.89664,                0.87994,                 1.0334,             3.8674e-05,             3.8674e-05,             3.8674e-05
